Servers, Clients, ReadPct, NumReads, Policy, AvgStale, SDevStale, AvgInconsistent, SDevInconsistent, AvgStaleCounts, SDevStaleCounts, AvgGets, SDevGets, AvgPuts, SDevPuts, 1CAvgStale, 1CSDevStale, 1CAvgInconsistent, 1CSDevInconsistent, 1CAvgStaleCounts, 1CSDevStaleCounts, 1CAvgGets, 1CSDevGets, 1CAvgPuts, 1CSDevPuts
3, 100, 5, 100, round_robin, 65.90000, 0.41439, 57.99000, 2.25404, 360.98900, 395.84132, 25842.83330, 30907.44569, 66342.78740, 20215.97957, 65.00000, 0.00000, 58.00000, 0.00000, 382.46000, 388.48887, 23788.98000, 27397.79851, 65021.96308, 22028.86023
3, 100, 10, 100, round_robin, 62.77000, 0.60059, 49.23000, 3.11677, 171.97850, 205.20905, 29919.44250, 35011.89562, 69888.94020, 24284.06682, 62.00000, 0.00000, 49.00000, 0.00000, 182.93000, 216.23529, 28730.81000, 32960.38683, 71397.42072, 24009.56009
3, 100, 15, 100, round_robin, 61.75000, 0.70173, 41.35000, 3.57707, 103.92870, 130.04753, 32076.91330, 37355.13689, 73666.15904, 27596.07460, 60.00000, 0.00000, 41.00000, 0.00000, 118.91000, 150.58063, 33640.12000, 39473.82367, 75980.35119, 26452.28655
3, 100, 20, 100, round_robin, 65.38000, 1.36167, 37.53000, 4.64813, 76.67450, 92.77599, 29948.31510, 37989.89657, 79116.29844, 30739.30267, 61.00000, 0.00000, 32.00000, 0.00000, 77.85000, 93.01725, 31336.44000, 38393.27317, 83684.10127, 28767.09721
3, 100, 25, 100, round_robin, 64.04000, 1.76338, 30.54000, 4.76396, 53.90610, 67.03588, 32081.01030, 40666.76335, 83521.75434, 33576.27692, 63.00000, 0.00000, 27.00000, 0.00000, 55.86000, 72.14828, 32513.49000, 38919.55416, 90554.86486, 31103.79297
3, 100, 30, 100, round_robin, 62.82000, 1.91949, 23.72000, 4.96875, 39.58760, 52.33966, 35514.65990, 42981.83010, 84273.85243, 33965.15291, 60.00000, 0.00000, 22.00000, 0.00000, 35.23000, 51.82622, 36504.01000, 45036.48866, 90742.30918, 29983.23090
3, 100, 35, 100, round_robin, 63.82000, 3.27642, 20.19000, 4.90453, 30.06050, 39.51323, 33755.46080, 43306.82067, 91734.30609, 35495.52989, 56.00000, 0.00000, 14.00000, 0.00000, 27.04000, 36.42674, 35920.65000, 44615.30408, 102655.92188, 30791.04320
3, 100, 40, 100, round_robin, 62.43000, 4.42960, 15.63000, 5.04656, 23.50310, 32.94225, 35931.05870, 44649.27843, 91524.43549, 36041.36625, 54.00000, 0.00000, 13.00000, 0.00000, 20.86000, 31.46556, 37794.79000, 45065.79828, 102710.63559, 28667.08417
3, 100, 45, 100, round_robin, 60.24000, 5.49218, 12.06000, 3.87642, 16.96150, 25.12810, 39037.32020, 46907.90176, 92401.19998, 37405.03138, 52.00000, 0.00000, 11.00000, 0.00000, 15.02000, 23.93804, 39919.87000, 47469.09182, 103592.26852, 29830.48917
3, 100, 50, 100, round_robin, 59.05000, 6.82446, 9.40000, 4.03770, 11.39540, 16.80234, 37564.95050, 47132.29015, 105484.05050, 34572.48338, 45.00000, 0.00000, 5.00000, 0.00000, 9.23000, 14.90838, 42157.43000, 51275.52171, 92690.41837, 39100.85654
